CIK,DATE
0000809428,11/30/2000
0000809428,5/2/2002
0000809803,12/18/1997
0000810136,7/12/2002
0000811828,3/22/2005
0000812011,5/1/1999
0000812011,11/13/2001
0000812011,6/10/2003
0000812011,1/28/2005
0000812074,5/15/1997
0000812074,4/30/1998
0000812074,4/26/2001
0000812074,6/14/2006
0000812700,6/19/1998
0000812708,9/28/1999
0000812708,6/27/2003
0000812708,2/10/2004
0000812708,5/4/2006
0000812900,11/20/2001
0000812900,11/26/2003
0000812900,1/27/2006
0000812900,9/22/2006
0000813040,5/21/1997
0000813781,12/19/1997
0000813781,9/29/2000
0000813781,4/15/2002
0000813781,5/5/2004
0000813828,3/26/1997
0000813828,3/7/2001
0000813828,3/5/2002
0000813828,2/28/2003
0000813828,2/19/2004
0000814013,1/31/1998
0000814013,11/24/1998
0000814068,1/17/2003
0000814453,8/5/1997
0000814453,10/23/2000
0000814453,6/14/2002
0000814453,6/13/2003
0000814457,5/14/1998
0000814457,9/8/1998
0000814457,10/31/2001
0000815097,11/17/2003
0000816956,8/11/1999
0000816956,8/28/2002
0000817135,12/18/1997
0000817135,3/11/1998
0000817135,9/24/1998
0000817135,5/13/1999
0000817135,12/29/2004
0000817161,6/30/2003
0000817945,3/24/1997
0000818479,5/25/2001
0000818479,5/23/2003
0000818479,5/21/2004
0000818479,5/9/2005
0000818885,3/18/1997
0000818885,3/18/1997
0000819544,7/23/1997
0000819632,2/27/1998
0000819632,5/12/1998
0000820313,5/6/2003
0000820313,7/15/2005
0000820313,8/1/2006
0000820626,12/15/1997
0000820626,4/1/1998
0000820626,12/8/1999
0000820626,5/17/2001
0000820736,2/23/2001
0000820736,3/1/2002
0000820736,7/10/2003
0000821130,8/29/1997
0000821189,6/21/2006
0000821407,4/30/1997
0000821407,3/27/2002
0000821407,4/28/2005
0000823094,3/10/2000
0000823094,7/10/2001
0000823094,7/30/2002
0000823094,2/7/2003
0000823094,3/4/2004
0000823094,9/7/2005
0000824169,3/12/1998
0000824169,7/15/2004
0000825542,2/26/1998
0000825542,12/4/1998
0000825542,11/15/2000
0000825542,10/22/2003
0000825542,7/21/2005
0000825692,3/29/2001
0000825692,9/23/2002
0000825692,6/24/2003
0000829221,3/14/1997
0000829499,7/19/2001
0000829499,9/23/2004
0000829608,1/6/2004
0000829608,6/4/2004
0000829608,7/1/2005
0000829676,7/26/2000
0000830260,7/12/2002
0000831259,10/19/2001
0000831259,7/25/2006
0000831327,10/17/1997
0000831327,12/22/1997
0000831327,1/16/2001
0000831327,8/28/2001
0000831327,12/31/2002
0000831327,12/1/2004
0000832101,6/8/2001
0000832101,12/21/2006
0000832428,8/8/2002
0000832428,8/7/2003
0000832428,7/30/2004
0000832428,3/13/2006
0000832428,6/29/2006
0000832812,2/13/1997
0000832812,7/1/2003
0000832820,1/2/1997
0000832820,12/22/1998
0000832820,3/31/2005
0000832988,9/28/2004
0000833081,3/6/1997
0000833081,12/22/1997
0000833081,6/20/2002
0000833081,7/7/2004
0000833320,2/25/1998
0000833320,2/23/1999
0000833320,3/31/2000
0000833320,12/7/2001
0000833320,12/7/2001
0000833320,12/5/2002
0000833320,12/4/2003
0000833320,12/4/2003
0000833320,7/29/2004
0000833320,8/17/2005
0000835541,4/30/1997
0000835541,2/13/2003
0000835541,8/20/2004
0000836442,10/17/1997
0000839621,6/10/1998
0000839621,4/30/2002
0000840467,10/31/1997
0000840467,7/10/2002
0000842162,5/4/1999
0000842162,5/4/1999
0000842162,3/26/2001
0000842635,11/25/1997
0000842635,12/1/1997
0000842635,7/23/1998
0000842635,6/27/2002
0000842635,8/16/2006
0000842662,6/3/1999
0000842662,5/29/2001
0000842662,5/29/2002
0000842662,3/14/2003
0000842699,7/21/1997
0000842699,2/19/2004
0000842815,3/26/1998
0000843081,5/12/1998
0000845752,8/12/2003
0000845752,5/25/2006
0000847903,5/7/1999
0000849101,4/1/1998
0000849101,6/22/1999
0000849101,4/2/2001
0000849101,3/20/2002
0000849240,10/18/2002
0000849240,11/1/2004
0000849869,7/29/1997
0000849869,6/28/2002
0000849869,6/30/2005
0000849979,11/17/1999
0000849979,10/26/2001
0000849979,5/20/2003
0000850209,4/9/1997
0000850209,3/19/1999
0000850209,6/8/2001
0000850209,7/30/2003
0000850209,5/19/2004
0000850209,5/17/2005
0000850316,12/3/1999
0000850660,5/22/1998
0000850693,10/11/2002
0000850693,5/26/2004
0000851968,9/30/2003
0000851968,9/29/2004
0000851968,10/28/2005
0000852772,12/29/1999
0000852772,12/16/2002
0000852772,9/21/2004
0000852772,11/3/2005
0000852772,12/15/2006
0000852807,3/13/1997
0000852807,5/28/1998
0000852807,6/29/2001
0000852807,7/22/2004
0000852952,6/9/1998
0000852952,6/2/2003
0000854271,8/4/1998
0000854271,5/17/2001
0000854271,3/15/2002
0000854271,5/2/2003
0000854694,4/22/1997
0000854709,6/16/2000
0000855931,9/25/2001
0000855931,9/21/2004
0000855931,9/20/2005
0000855931,9/27/2006
0000856465,12/23/1998
0000856465,5/14/2002
0000856465,7/15/2004
0000856465,6/27/2005
0000856573,11/1/1999
0000856711,7/2/1997
0000857323,10/25/2004
0000858339,4/1/1998
0000858339,4/30/1999
0000858339,6/26/2000
0000858339,4/26/2001
0000858339,4/25/2002
0000858339,4/23/2003
0000858339,6/24/2004
0000858339,1/31/2005
0000858339,4/25/2006
0000858558,4/14/2005
0000858660,6/30/1997
0000859598,6/30/1997
0000859598,11/17/1998
0000859598,2/5/2002
0000860097,2/9/1998
0000860097,1/30/2002
0000860097,6/30/2004
0000860521,3/7/1997
0000860730,11/9/2004
0000860730,10/13/2005
0000860730,11/17/2006
0000860730,11/17/2006
0000861361,5/29/1997
0000861361,4/3/1998
0000861361,8/7/1998
0000861361,8/21/2001
0000861361,2/12/2004
0000861361,7/26/2006
0000861819,2/13/1998
0000861819,6/7/2000
0000863015,4/23/1999
0000863015,3/2/2000
0000863015,4/26/2002
0000863015,2/4/2005
0000863157,4/13/2000
0000863157,4/30/2001
0000863436,8/24/1999
0000863436,6/23/2000
0000864233,1/27/2003
0000864233,11/4/2003
0000864233,10/18/2006
0000864328,6/27/2001
0000864328,6/11/2004
0000865436,2/7/2000
0000865436,3/1/2001
0000865436,3/6/2003
0000865436,10/1/2004
0000866121,11/23/1998
0000866121,4/20/2001
0000866121,3/31/2004
0000866121,5/5/2005
0000866729,8/11/1999
0000866729,6/22/2000
0000866729,3/31/2004
0000868076,5/7/1999
0000868263,10/8/1998
0000868263,11/12/1999
0000868809,11/21/1997
0000868809,4/17/1998
0000868809,5/12/2000
0000868809,4/30/2003
0000868809,2/17/2004
0000868809,4/1/2005
0000868809,3/10/2006
0000869428,5/8/2002
0000869561,7/1/1998
0000869561,4/3/2000
0000869561,3/25/2004
0000870213,12/5/2000
0000870213,11/15/2001
0000871763,11/25/1997
0000871763,12/2/1999
0000871763,11/29/2001
0000871763,10/7/2002
0000871763,10/6/2003
0000871763,10/8/2004
0000873209,4/10/1997
0000873209,12/30/1997
0000873591,4/25/2006
0000874016,10/15/1998
0000874016,6/15/1999
0000874016,6/13/2000
0000874016,6/11/2002
0000874016,6/10/2003
0000874016,6/15/2004
0000874016,5/16/2005
0000874213,8/1/2000
0000874389,9/20/2002
0000874389,1/21/2003
0000874389,10/3/2003
0000874534,8/15/1997
0000874689,5/11/1999
0000874786,6/19/1997
0000874786,4/20/1999
0000875525,12/15/1998
0000877357,12/22/1999
0000878130,4/9/1998
0000878280,1/7/1999
0000878280,5/9/2003
0000878280,6/15/2004
0000878314,7/8/1997
0000878314,3/9/2001
0000878324,8/5/1999
0000878482,1/23/1998
0000878482,4/27/1998
0000878522,4/14/1997
0000878522,6/29/2001
0000878522,11/19/2004
0000878556,2/13/1998
0000878556,4/6/2001
0000878556,9/11/2003
0000878556,6/30/2004
0000878726,7/7/2000
0000878726,9/27/2002
0000878736,4/21/2003
0000878736,5/27/2005
0000878736,6/22/2006
0000879437,7/23/1999
0000879437,3/6/2002
0000879437,5/27/2003
0000879437,3/25/2004
0000879437,6/4/2004
0000879437,2/23/2005
0000879437,2/14/2006
0000879573,4/25/1997
0000879573,2/29/2000
0000879573,2/9/2004
0000880114,6/27/1997
0000880266,4/17/2001
0000880266,12/22/2003
0000880323,3/12/1998
0000880323,6/30/1999
0000880430,1/21/1998
0000880430,2/14/2003
0000881400,7/1/1997
0000881400,4/2/1998
0000881400,1/28/2000
0000881924,4/30/1997
0000881924,8/27/1999
0000882287,1/18/2000
0000882289,11/13/1998
0000882289,9/22/2000
0000882289,7/20/2001
0000882289,11/23/2004
0000882289,6/23/2006
0000882835,12/29/2003
0000882835,12/13/2004
0000883293,11/16/1998
0000883293,11/1/2002
0000883702,12/18/1997
0000883902,9/13/2002
0000883902,6/18/2004
0000884124,2/20/2002
0000884217,6/2/1997
0000884217,2/5/1999
0000884382,5/21/1997
0000884382,3/11/1999
0000884382,3/11/1999
0000884382,6/20/2001
0000884713,3/31/2005
0000884887,3/27/2003
0000884887,5/18/2005
0000884887,11/7/2006
0000884905,7/12/2000
0000884905,7/11/2001
0000884905,7/10/2002
0000884905,11/29/2004
0000884905,12/23/2004
0000884999,8/27/1997
0000884999,8/17/1999
0000885639,6/13/1997
0000885639,6/30/2003
0000885639,6/22/2004
0000885639,10/12/2006
0000885640,9/26/1997
0000885725,5/14/2004
0000886835,7/15/1999
0000886835,10/17/2000
0000886835,11/16/2001
0000886835,8/14/2003
0000886835,10/31/2005
0000886835,12/6/2006
0000887124,8/1/1997
0000887538,3/18/1998
0000887538,12/23/1998
0000887591,1/31/2002
0000887637,2/4/2000
0000887637,5/23/2002
0000887637,9/29/2004
0000887733,12/12/2000
0000887733,5/14/2003
0000887733,12/17/2004
0000887733,2/28/2006
0000888455,1/13/2005
0000888747,5/8/1998
0000888747,6/28/2002
0000889005,8/21/2001
0000889005,12/17/2002
0000890093,5/28/1997
0000890491,11/18/1997
0000890491,10/12/2000
0000890491,5/22/2002
0000891103,2/12/1998
0000892793,11/20/1998
0000892793,2/28/2002
0000893430,11/1/1999
0000894010,6/29/2001
0000894010,7/1/2003
0000894405,5/15/2002
0000894405,9/26/2003
0000894405,6/3/2005
0000894972,4/25/1997
0000894972,11/19/1999
0000895126,3/9/1998
0000895126,5/30/2000
0000895126,6/11/2001
0000895126,5/7/2004
0000895126,1/28/2005
0000895126,2/3/2006
0000895385,6/8/1999
0000895385,9/30/2004
0000896985,5/24/1998
0000897723,10/26/2004
0000897723,12/16/2005
0000898293,4/7/2000
0000898293,11/29/2002
0000898293,7/14/2003
0000898293,12/21/2006
0000898660,8/25/1999
0000898660,9/18/2001
0000898660,9/18/2002
0000898660,12/22/2003
0000898660,12/21/2004
0000898660,12/15/2005
0000899169,5/2/1997
0000899169,9/26/1997
0000899240,4/28/1998
0000899597,5/28/1997
0000899597,4/16/2001
0000899723,8/7/2003
0000899723,12/20/2005
0000899751,9/17/1998
0000899751,7/23/2004
0000899760,9/5/1997
0000900349,3/26/1999
0000900349,10/1/2002
0000900349,9/30/2004
0000902053,12/16/2005
0000902279,9/5/1997
0000904020,2/8/1999
0000904020,9/28/2001
0000904897,10/26/1999
0000904978,10/8/1997
0000904979,8/11/2000
0000904979,1/15/2004
0000904979,1/18/2005
0000905035,10/8/1997
0000905895,9/5/1997
0000905895,3/18/2002
0000906114,4/29/1999
0000906326,3/16/1998
0000906326,3/4/2005
0000906469,7/7/2000
0000906525,10/21/1997
0000906553,6/30/1999
0000906553,6/24/2002
0000906553,5/20/2004
0000906553,6/10/2005
0000908255,7/21/2000
0000908255,7/22/2004
0000908652,12/28/2004
0000908797,12/18/1997
0000909832,11/15/2000
0000909950,1/20/2000
0000909950,2/25/2002
0000909950,9/4/2003
0000909950,8/1/2005
0000910468,11/25/1998
0000910468,11/25/1998
0000910468,5/18/1999
0000910620,4/11/1997
0000910620,2/17/1999
0000910620,12/13/2000
0000911002,2/25/1999
0000911002,8/29/2001
0000911583,9/29/2006
0000911971,1/26/1998
0000911971,2/22/2001
0000911971,9/1/2004
0000911971,5/26/2005
0000912088,7/27/2001
0000912088,10/28/2002
0000912088,12/11/2003
0000912145,7/8/1997
0000912145,12/20/2000
0000912145,5/31/2002
0000912145,11/10/2005
0000912241,8/28/1998
0000912241,2/19/2002
0000912264,10/14/1997
0000912463,3/28/1997
0000912463,12/3/1999
0000912463,9/27/2002
0000912513,7/29/1997
0000912513,9/23/1997
0000912513,8/21/1998
0000912513,8/20/1999
0000912513,4/11/2002
0000912513,2/15/2005
0000912562,12/8/2005
0000912750,1/23/2001
0000912750,3/16/2004
0000912750,12/2/2005
0000912752,5/20/1997
0000912752,5/28/1998
0000912752,7/15/2002
0000912752,6/25/2004
0000912752,5/12/2005
0000913340,3/19/1997
0000913590,8/2/1999
0000913590,7/12/2000
0000913883,4/25/1997
0000914022,12/9/1998
0000914024,4/25/2005
0000914024,2/27/2006
0000914025,11/29/1999
0000914384,10/14/1998
0000914384,4/15/2003
0000914444,11/13/2001
0000914444,10/31/2005
0000914480,7/14/1997
0000914536,7/2/1999
0000914536,4/2/2001
0000914536,7/24/2003
0000915389,7/13/2000
0000915389,4/3/2006
0000915862,3/12/2004
0000915913,7/29/2004
0000915913,7/7/2005
0000916076,1/29/1997
0000916076,5/27/1997
0000916076,12/3/1998
0000916076,8/8/2001
0000916076,8/8/2002
0000916230,4/1/1998
0000916230,12/21/1998
0000916230,4/18/2005
0000916230,4/26/2006
0000917692,11/29/2000
0000918160,7/24/2003
0000918946,5/13/1998
0000918946,7/27/1999
0000918946,3/18/2004
0000918999,7/21/1997
0000919628,4/1/1998
0000919628,3/4/1999
0000919628,11/24/1999
0000919628,1/31/2002
0000919628,11/12/2003
0000919628,6/2/2004
0000919943,5/31/2000
0000919943,4/16/2002
0000920148,2/20/2002
0000920148,1/14/2003
0000920148,1/13/2004
0000920148,1/13/2005
0000920321,6/27/2002
0000920321,3/25/2004
0000920321,6/21/2006
0000920527,2/11/1999
0000920527,5/20/2003
0000920527,10/1/2004
0000920527,6/30/2005
0000920941,5/21/1997
0000921503,8/5/2002
0000921503,6/2/2005
0000921549,12/1/1997
0000921549,7/19/1999
0000921549,12/18/2002
0000921738,8/8/2000
0000921738,3/3/2003
0000921738,12/5/2003
0000921738,10/3/2005
0000921742,2/10/2000
0000921742,10/2/2000
0000922341,2/12/1998
0000922341,9/10/1999
0000922341,8/5/2003
0000923877,7/12/2001
0000924146,6/12/1997
0000924146,6/22/1998
0000924373,4/1/1999
0000924646,10/30/1998
0000924646,11/21/2003
0000924648,8/3/1998
0000925548,7/25/2000
0000925548,5/24/2004
0000925548,2/2/2005
0000927066,7/14/2000
0000927066,5/3/2001
0000927066,4/26/2002
0000927066,10/5/2005
0000927417,7/3/1997
0000927417,5/30/2002
0000927417,4/27/2004
0000927417,11/22/2005
0000927653,2/21/1997
0000927653,10/10/2000
0000927653,10/5/2001
0000927653,9/30/2002
0000927653,9/24/2004
0000927720,7/6/2000
0000927914,9/18/2003
0000928022,6/14/2004
0000928908,5/9/1997
0000929008,6/29/1999
0000929008,9/29/2005
0000929470,12/22/1997
0000929470,4/13/1999
0000929470,8/3/2000
0000929940,1/30/2003
0000929941,12/2/1998
0000929987,8/26/1998
0000929987,8/25/1999
0000929987,8/23/2000
0000930184,3/31/1997
0000930738,4/25/2000
0000930738,5/28/2004
0000931148,11/10/1998
0000931148,11/10/1998
0000931148,2/22/2000
0000931336,5/22/1998
0000931336,1/4/2000
0000931336,7/31/2001
0000931336,8/29/2003
0000931336,12/31/2003
0000931336,5/27/2005
0000931814,8/27/1999
0000931948,2/23/2001
0000931948,8/3/2004
0000932110,11/19/1997
0000933405,2/14/1997
0000933405,3/6/1998
0000933405,2/8/2002
0000934648,8/4/1997
0000934648,5/28/1999
0000934648,5/16/2003
0000934648,3/15/2005
0000939930,6/27/1997
0000939930,6/27/2000
0000939930,10/31/2001
0000939930,5/13/2005
0000940298,6/20/2002
0000940716,9/29/1998
0000940944,10/29/1999
0000940944,10/17/2003
0000940944,8/16/2005
0000941548,3/6/2002
0000941548,12/12/2003
0000941548,4/21/2004
0000943061,2/1/2002
0000943061,2/1/2002
0000943452,10/2/1998
0000943452,1/12/2004
0000943819,6/8/2006
0000943820,3/10/1998
0000943897,5/22/2001
0000944402,3/14/1997
0000944402,11/28/1997
0000945764,10/13/2000
0000945764,9/12/2002
0000945764,12/30/2003
0000945764,9/1/2004
0000945764,9/14/2006
0000946140,3/31/1997
0000948545,7/11/1997
0000949061,11/25/1997
0000949061,3/2/1998
0000949061,10/27/1998
0000949157,4/2/2001
0000949157,9/19/2005
0000949298,2/14/2000
0000949298,2/28/2003
0000949373,7/8/2003
0000949536,8/4/1997
0000949536,4/12/1999
0000949536,4/15/2005
0001000736,6/9/1998
0001000736,3/15/2001
0001000736,4/11/2002
0001000736,3/24/2004
0001001039,3/8/2000
0001001039,2/25/2004
0001001039,2/23/2005
0001001288,1/20/2005
0001002022,9/17/1997
0001002022,3/12/1999
0001002125,1/2/1998
0001002579,3/10/1998
0001002579,7/24/2001
0001002666,12/22/1997
0001003344,9/19/2002
0001003344,3/14/2005
0001003481,2/2/2000
0001003515,9/30/2003
0001003959,12/5/1997
0001005229,3/31/1998
0001005229,4/29/2005
0001005229,3/16/2006
0001005731,5/10/1999
0001005967,11/2/1998
0001005970,2/20/1997
0001006240,2/22/2001
0001006264,4/1/1997
0001006269,11/14/1997
0001006269,11/17/2000
0001006269,12/21/2001
0001006837,7/14/1997
0001007047,9/30/1998
0001007228,7/9/2001
0001007228,10/22/2002
0001007228,1/19/2006
0001007456,9/15/1999
0001007456,9/29/2003
0001007456,9/29/2004
0001008114,7/10/1997
0001008654,4/30/2002
0001008654,12/5/2005
0001009532,10/27/1998
0001009871,3/20/1998
0001011064,4/30/2001
0001011064,9/23/2003
0001011064,12/2/2005
0001011570,10/3/2005
0001011657,7/30/1997
0001012099,7/28/1997
0001012100,3/23/2001
0001012100,12/19/2003
0001012100,7/26/2005
0001012881,6/28/2002
0001012881,4/22/2004
0001012884,12/3/1997
0001013243,3/28/2002
0001013243,12/1/2003
0001013243,4/23/2004
0001013243,8/13/2004
0001015293,7/15/2002
0001015293,4/1/2004
0001015577,9/12/2006
0001015604,12/1/1997
0001015868,3/29/2001
0001016152,6/24/2004
0001016177,10/31/2003
0001016179,5/17/2001
0001016179,3/27/2002
0001016607,5/24/1999
0001017008,7/18/2001
0001017008,3/17/2006
0001017646,10/31/1997
0001018003,7/29/2005
0001018522,6/30/2000
0001018522,6/29/2001
0001018522,6/28/2002
0001018522,6/27/2003
0001018522,6/4/2004
0001018522,7/26/2006
0001018848,9/28/1998
0001018871,4/20/1998
0001018871,1/31/2000
0001018871,7/26/2002
0001018871,3/23/2005
0001018963,12/21/2001
0001018963,12/20/2002
0001018963,6/13/2003
0001018963,8/4/2005
0001018980,8/28/1997
0001019849,2/28/2003
0001020265,6/15/2004
0001020905,4/21/1999
0001020905,6/25/2003
0001020905,7/22/2004
0001020996,3/25/2004
0001020996,3/17/2006
0001021706,12/1/1997
0001021706,7/14/1999
0001021860,7/30/2002
0001021860,6/21/2005
0001022079,8/16/1999
0001022079,6/27/2001
0001022079,4/20/2004
0001022671,3/26/2002
0001022671,6/30/2004
0001022832,6/22/1999
0001024401,2/25/2000
0001024478,10/29/2002
0001024478,10/26/2004
0001024478,9/28/2006
0001024725,9/30/1999
0001024725,12/12/2003
0001024725,2/17/2005
0001024729,12/19/1997
0001026738,6/27/2001
0001027881,11/21/1997
0001027881,9/16/1998
0001030894,12/17/2002
0001030894,6/4/2004
0001031203,5/12/1999
0001031203,10/15/1999
0001031203,6/2/2003
0001031329,12/12/2001
0001034054,6/15/2001
0001034054,11/12/2004
0001034054,6/21/2005
0001034054,12/21/2005
0001034669,9/20/2004
0001034670,11/13/2000
0001035002,5/1/1997
0001035002,11/28/1997
0001035002,11/22/2002
0001035002,8/17/2005
0001035002,7/24/2006
0001035815,7/15/1998
0001035815,8/12/2004
0001035815,1/25/2006
0001035884,1/10/2003
0001035884,1/31/2004
0001035985,10/23/2003
0001036960,6/19/2003
0001036960,6/26/2006
0001037038,11/18/2002
0001037038,10/6/2004
0001037038,11/28/2006
0001037388,2/20/1998
0001037388,2/25/2002
0001037646,11/1/1997
0001037646,11/12/2003
0001037646,11/7/2005
0001037676,12/22/2004
0001037676,6/23/2006
0001037868,9/17/2001
0001037868,2/25/2004
0001037868,10/6/2006
0001037949,6/11/1999
0001037949,5/4/2001
0001037949,2/5/2004
0001038280,12/21/2006
0001038357,8/7/1997
0001038357,12/18/1997
0001038357,10/9/1998
0001038357,3/19/1999
0001038357,5/31/2000
0001038357,12/16/2003
0001038357,7/30/2004
0001038357,9/30/2005
0001038363,2/11/1998
0001038363,11/1/2000
0001038363,3/12/2001
0001038368,8/13/2003
0001038914,2/12/1997
0001038914,7/15/1997
0001038914,12/9/1997
0001038914,1/29/1998
0001038914,4/7/2000
0001038914,8/15/2006
0001039101,3/9/2005
0001039780,11/3/1999
0001040441,4/30/1998
0001040441,4/25/2001
0001040441,10/22/2003
0001040956,4/6/1998
0001041061,6/14/2002
0001041061,11/8/2005
0001041657,7/17/2000
0001041657,6/13/2005
0001041858,6/3/1999
0001043273,3/11/1998
0001043289,3/15/2004
0001043289,12/14/2005
0001043337,12/30/1998
0001043337,5/1/2002
0001043382,11/23/1999
0001043382,11/21/2000
0001043382,7/25/2002
0001043382,1/16/2004
0001043432,11/12/1997
0001043432,2/14/2003
0001044324,6/6/2003
0001044478,6/18/1998
0001044590,1/13/1999
0001044590,2/8/2001
0001044590,7/12/2001
0001044612,6/14/1999
0001044942,6/30/2003
0001045309,5/16/1997
0001045309,3/30/1998
0001045309,5/14/1998
0001047021,7/2/1998
0001047122,5/2/1997
0001047122,6/27/2001
0001047122,11/28/2001
0001047122,11/25/2002
0001047122,11/7/2003
0001047127,4/28/2000
0001047127,6/29/2004
0001047127,11/28/2005
0001047202,7/19/2002
0001047340,5/19/1998
0001047340,3/21/2003
0001047340,6/15/2005
0001047699,12/22/1998
0001047699,4/23/2002
0001048268,5/22/2001
0001048286,2/21/1997
0001048286,3/27/1997
0001048286,2/19/1998
0001048286,2/2/1999
0001048286,7/31/2001
0001048286,8/5/2003
0001048286,6/3/2005
0001048911,12/13/2000
0001048911,9/28/2001
0001048911,9/27/2002
0001048911,9/26/2003
0001048911,7/20/2005
0001049533,12/19/1997
0001050167,6/23/1999
0001050167,6/25/2003
0001050167,5/10/2004
0001050504,9/30/1999
0001050606,8/24/2000
0001050606,11/7/2000
0001050606,9/25/2003
0001050825,4/5/2001
0001050825,7/29/2003
0001050825,7/26/2005
0001050915,12/19/2003
0001051253,1/15/1998
0001051253,8/23/1999
0001051512,1/24/2002
0001051512,12/9/2004
0001051848,12/21/2001
0001051848,6/20/2003
0001051848,1/16/2004
0001052045,5/19/2004
0001052045,5/6/2005
0001054905,12/13/2005
0001055454,4/11/2003
0001055454,9/20/2005
0001056087,5/10/2004
0001057758,4/10/2000
0001057758,12/31/2000
0001057758,2/20/2004
0001057758,11/3/2005
0001057758,10/6/2006
0001058033,5/12/1998
0001058033,2/9/1999
0001058033,1/31/2000
0001058283,9/29/2000
0001058623,8/31/1999
0001058623,3/28/2002
0001058623,11/18/2004
0001058623,7/14/2005
0001058623,5/5/2006
0001058623,6/7/2006
0001058703,2/15/2000
0001059130,8/25/2000
0001060009,3/27/1997
0001060009,5/30/1997
0001060009,4/29/1998
0001060024,3/31/1999
0001060024,11/1/1999
0001061322,7/2/1999
0001061857,8/5/1999
0001061857,4/28/2000
0001062047,12/16/1998
0001062047,8/1/2002
0001062047,12/21/2004
0001062047,11/18/2005
0001062047,10/20/2006
0001062231,1/9/2004
0001062441,11/24/1998
0001062441,8/13/2003
0001062613,2/8/2005
0001064728,3/21/2003
0001064728,10/27/2004
0001065049,1/10/2005
0001065049,6/16/2006
0001065059,7/28/1998
0001065059,7/27/1999
0001065059,7/21/2000
0001065059,8/18/2005
0001066138,7/23/1999
0001066138,12/31/2001
0001066806,6/29/2001
0001067294,2/21/2003
0001067294,4/27/2006
0001067837,12/16/1999
0001067837,8/12/2004
0001068044,11/17/1998
0001068044,12/14/2000
0001068044,11/2/2001
0001068049,7/3/1997
0001069202,9/11/2003
0001069202,7/8/2005
0001069353,7/27/2000
0001069602,11/13/2001
0001070412,9/16/2002
0001070412,9/15/2003
0001070412,6/30/2004
0001070412,4/1/2005
0001070778,10/24/2001
0001070794,8/23/2001
0001070794,8/23/2001
0001070794,8/22/2002
0001070794,8/12/2003
0001070794,8/12/2003
0001070794,4/20/2004
0001071645,12/30/1998
0001071645,12/7/1999
0001072341,3/11/2003
0001072341,9/15/2004
0001073429,3/12/2004
0001073429,6/30/2006
0001074771,4/27/2001
0001074771,9/25/2003
0001074771,6/10/2005
0001076405,4/22/1999
0001076405,5/3/2000
0001076405,5/2/2001
0001076405,5/1/2002
0001076405,4/30/2003
0001076405,4/28/2004
0001076405,3/22/2006
0001077552,4/26/2006
0001080280,7/7/1999
0001084230,12/9/2003
0001084230,12/7/2004
0001084230,6/6/2006
0001084408,7/28/2000
0001084408,9/1/2000
0001084408,9/27/2001
0001089976,5/27/2004
0001089976,4/19/2006
0001090012,5/15/1998
0001090012,12/11/1998
0001090012,6/7/2002
0001090012,6/5/2003
0001090012,4/8/2004
0001090012,4/7/2006
0001090061,5/28/2003
0001090061,5/18/2005
0001090061,9/8/2006
0001090727,4/27/2000
0001090727,4/24/2003
0001090727,4/22/2004
0001090727,4/21/2005
0001090727,4/20/2006
0001090872,11/3/2000
0001090872,1/2/2001
0001090872,11/19/2001
0001090872,12/1/2005
0001091667,4/21/2004
0001091735,6/10/2003
0001091862,10/28/1999
0001091862,8/16/2004
0001091953,8/1/2000
0001096142,3/10/2000
0001096142,6/13/2002
0001096142,2/28/2006
0001097313,12/19/2002
0001097313,5/12/2005
0001097313,8/31/2006
0001097864,2/6/2006
0001098659,10/18/2004
0001098782,2/20/1998
0001102541,2/17/1999
0001102957,12/3/2000
0001103982,7/24/2001
0001103982,7/14/2003
0001103982,7/13/2004
0001103982,4/15/2005
0001105705,7/8/2002
0001105705,7/7/2003
0001105705,2/17/2006
0001108109,7/16/2002
0001109116,8/24/2004
0001109116,9/29/2005
0001109189,12/15/2005
0001109304,7/17/1998
0001109304,10/29/1998
0001110783,7/2/2003
0001110783,6/4/2004
0001110783,3/11/2005
0001111335,6/20/2002
0001111335,6/19/2003
0001111335,6/18/2004
0001111335,8/14/2006
0001113256,6/28/2000
0001113256,6/27/2001
0001113256,6/26/2002
0001113256,7/6/2004
0001113256,6/23/2006
0001113674,6/26/2001
0001115222,9/7/2001
0001115222,9/6/2002
0001115222,9/5/2003
0001115222,9/1/2004
0001116521,9/25/2000
0001116521,4/30/2003
0001116521,2/23/2005
0001116521,5/26/2006
0001121302,6/6/2002
0001122976,5/27/1999
0001122976,10/30/2000
0001122976,5/6/2003
0001124198,7/28/2004
0001124198,9/7/2006
0001124887,7/31/1997
0001124887,11/18/2005
0001125057,6/25/2002
0001125057,8/19/2004
0001125057,4/29/2005
0001125057,12/29/2005
0001127055,12/6/2002
0001127055,5/13/2003
0001127055,5/13/2003
0001128928,3/30/2000
0001128928,3/26/2001
0001128928,10/24/2003
0001128928,10/29/2004
0001128928,6/6/2006
0001129446,10/4/2001
0001129981,4/3/2000
0001129981,2/25/2004
0001130385,2/12/1999
0001130385,12/1/1999
0001130385,5/25/2001
0001130385,8/2/2002
0001130385,8/15/2002
0001130385,3/24/2005
0001130385,9/13/2006
0001131227,2/13/2004
0001131227,9/27/2006
0001133421,3/30/2001
0001133421,11/26/2002
0001133421,8/5/2005
0001135152,4/25/2002
0001135152,4/24/2003
0001135152,4/8/2004
0001135152,11/10/2005
0001135152,11/10/2005
